Generator,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,technology,min_utilisation_rate,max_utilisation_rate,generation_blend_share,annual_fixed_costs,is_blend_or_ccs,total_capital_cost
hydro-unspecified-INDNO-water-exo-2023,INDNO,PQ,hydro-unspecified,50.0,0.0,False,50.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2023,40.0,218812.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,50.0,hydro-unspecified,,,,62872.77,,1524935.36
hydro-unspecified-INDNO-water-exo-2030,INDNO,PQ,hydro-unspecified,100.0,0.0,False,100.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,218262.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,100.0,hydro-unspecified,,,,62872.77,,1519563.71
hydro-unspecified-INDSO-water-exo-2023,INDSO,PQ,hydro-unspecified,60.0,0.0,False,60.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2023,40.0,218812.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,60.0,hydro-unspecified,,,,62872.77,,1524935.36
hydro-unspecified-INDSO-water-exo-2030,INDSO,PQ,hydro-unspecified,40.0,0.0,False,40.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,218262.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,40.0,hydro-unspecified,,,,62872.77,,1519563.71
internal-combustion-combined-cycle-INDNE-gas-exo-2023,INDNE,PQ,internal-combustion-combined-cycle,70.0,0.0,False,70.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,gas,120.24,0.0,True,2023,30.0,93765.0,0.41,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,70.0,internal-combustion-combined-cycle,,,,41202.22,,495506.29
internal-combustion-combined-cycle-INDSO-gas-exo-2023,INDSO,PQ,internal-combustion-combined-cycle,150.0,0.0,False,150.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,gas,120.24,0.0,True,2023,30.0,93765.0,0.41,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,150.0,internal-combustion-combined-cycle,,,,41202.22,,495506.29
internal-combustion-combined-cycle-INDSO-oil-exo-2023,INDSO,PQ,internal-combustion-combined-cycle,64.0,0.0,False,64.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,oil,120.24,0.0,True,2023,30.0,93765.0,0.41,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,64.0,internal-combustion-combined-cycle,,,,41202.22,,495506.29
pressurized-heavy-water-reactor-INDNO-uranium-exo-2023,INDNO,PQ,pressurized-heavy-water-reactor,1520.0,0.0,False,1520.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2023,30.0,238109.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1520.0,pressurized-heavy-water-reactor,,,,61395.09,,1665871.4
pressurized-heavy-water-reactor-INDSO-uranium-exo-2023,INDSO,PQ,pressurized-heavy-water-reactor,1100.0,0.0,False,1100.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2023,30.0,238109.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1100.0,pressurized-heavy-water-reactor,,,,61395.09,,1665871.4
pressurized-heavy-water-reactor-INDWE-uranium-exo-2023,INDWE,PQ,pressurized-heavy-water-reactor,2220.0,0.0,False,2220.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2023,30.0,238109.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2220.0,pressurized-heavy-water-reactor,,,,61395.09,,1665871.4
pressurized-heavy-water-reactor-INDWE-uranium-exo-2030,INDWE,PQ,pressurized-heavy-water-reactor,700.0,0.0,False,700.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2030,30.0,236815.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,700.0,pressurized-heavy-water-reactor,,,,61395.09,,1653672.58
pressurized-water-reactor-INDSO-uranium-exo-2023,INDSO,PQ,pressurized-water-reactor,2000.0,0.0,False,2000.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2023,30.0,323840.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2000.0,pressurized-water-reactor,,,,36867.61,,2705264.05
steam-turbine-INDEA-coal-exo-2023,INDEA,PQ,steam-turbine,12.0,0.0,False,12.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,129.74,0.0,True,2023,25.0,103657.0,0.38,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,12.0,steam-turbine,,,,25078.29,,713261.79
subcritical-INDEA-coal-exo-2023,INDEA,PQ,subcritical,27539.0,0.0,False,27539.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,27539.0,subcritical,,,,38210.54,,1310610.33
subcritical-INDNE-coal-exo-2023,INDNE,PQ,subcritical,500.0,0.0,False,500.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,500.0,subcritical,,,,38210.54,,1310610.33
subcritical-INDNO-coal-exo-2023,INDNO,PQ,subcritical,28750.0,0.0,False,28750.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,28750.0,subcritical,,,,38210.54,,1310610.33
subcritical-INDSO-coal-exo-2023,INDSO,PQ,subcritical,25822.0,0.0,False,25822.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,25822.0,subcritical,,,,38210.54,,1310610.33
subcritical-INDWE-coal-exo-2023,INDWE,PQ,subcritical,52346.0,0.0,False,52346.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,52346.0,subcritical,,,,38210.54,,1310610.33
subcritical-INDWE-waste-exo-2023,INDWE,PQ,subcritical,613.0,0.0,False,613.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,waste,32.93,0.0,True,2023,25.0,182598.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,613.0,subcritical,,,,38210.54,,1310610.33
supercritical-INDEA-coal-exo-2023,INDEA,PQ,supercritical,9400.0,0.0,False,9400.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2023,25.0,159016.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,9400.0,supercritical,,,,28753.43,,1182398.45
supercritical-INDNO-coal-exo-2023,INDNO,PQ,supercritical,17120.0,0.0,False,17120.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2023,25.0,159016.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,17120.0,supercritical,,,,28753.43,,1182398.45
supercritical-INDSO-coal-exo-2023,INDSO,PQ,supercritical,15640.0,0.0,False,15640.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2023,25.0,159016.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,15640.0,supercritical,,,,28753.43,,1182398.45
supercritical-INDWE-coal-exo-2023,INDWE,PQ,supercritical,29370.0,0.0,False,29370.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2023,25.0,159016.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,29370.0,supercritical,,,,28753.43,,1182398.45
ultrasupercritical-INDWE-coal-exo-2023,INDWE,PQ,ultrasupercritical,1320.0,0.0,False,1320.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2023,25.0,160585.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,1320.0,ultrasupercritical,,,,28753.43,,1196644.1
subcritical-INDEA-coal-exo-2030,INDEA,PQ,subcritical,350.0,0.0,False,350.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,32.93,0.0,True,2030,25.0,181847.0,0.36,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,350.0,subcritical,,,,38210.54,,1303795.54
supercritical-INDEA-coal-exo-2030,INDEA,PQ,supercritical,2780.0,0.0,False,2780.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2030,25.0,158339.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,2780.0,supercritical,,,,28753.43,,1176250.33
supercritical-INDNO-coal-exo-2030,INDNO,PQ,supercritical,4620.0,0.0,False,4620.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2030,25.0,158339.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,4620.0,supercritical,,,,28753.43,,1176250.33
supercritical-INDSO-coal-exo-2030,INDSO,PQ,supercritical,8240.0,0.0,False,8240.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2030,25.0,158339.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,8240.0,supercritical,,,,28753.43,,1176250.33
supercritical-INDWE-coal-exo-2030,INDWE,PQ,supercritical,660.0,0.0,False,660.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,29.63,0.0,True,2030,25.0,158339.0,0.4,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,660.0,supercritical,,,,28753.43,,1176250.33
ultrasupercritical-INDEA-coal-exo-2030,INDEA,PQ,ultrasupercritical,5840.0,0.0,False,5840.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,28.22,0.0,True,2030,25.0,159900.0,0.42,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,5840.0,ultrasupercritical,,,,28753.43,,1190421.45
ultrasupercritical-INDNO-coal-exo-2030,INDNO,PQ,ultrasupercritical,2780.0,0.0,False,2780.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,28.22,0.0,True,2030,25.0,159900.0,0.42,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,2780.0,ultrasupercritical,,,,28753.43,,1190421.45
ultrasupercritical-INDWE-coal-exo-2030,INDWE,PQ,ultrasupercritical,6400.0,0.0,False,6400.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,coal,28.22,0.0,True,2030,25.0,159900.0,0.42,False,0.0,0.0,0.0,0,0,1,0,0.6,0.6,1.0,1.0,1.0,6400.0,ultrasupercritical,,,,28753.43,,1190421.45
pressurized-heavy-water-reactor-INDNO-uranium-exo-2030,INDNO,PQ,pressurized-heavy-water-reactor,1400.0,0.0,False,1400.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2030,30.0,236815.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1400.0,pressurized-heavy-water-reactor,,,,61395.09,,1653672.58
pressurized-heavy-water-reactor-INDSO-uranium-exo-2030,INDSO,PQ,pressurized-heavy-water-reactor,4000.0,0.0,False,4000.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,uranium,10.46,0.0,True,2030,30.0,236815.0,0.33,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,4000.0,pressurized-heavy-water-reactor,,,,61395.09,,1653672.58
solar-groundmounted-INDEA-solar-exo-2030,INDEA,PQ,photovoltaic-unspecified,36662.957762894315,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,36662.957762894315,photovoltaic-unspecified,,,,4697.39,,412657.93
solar-groundmounted-INDNE-solar-exo-2030,INDNE,PQ,photovoltaic-unspecified,3697.3629971923915,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,3697.3629971923915,photovoltaic-unspecified,,,,4697.39,,412657.93
solar-groundmounted-INDNO-solar-exo-2030,INDNO,PQ,photovoltaic-unspecified,172853.02548277477,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,172853.02548277477,photovoltaic-unspecified,,,,4697.39,,412657.93
solar-groundmounted-INDSO-solar-exo-2030,INDSO,PQ,photovoltaic-unspecified,37930.65375639163,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,37930.65375639163,photovoltaic-unspecified,,,,4697.39,,412657.93
solar-groundmounted-INDWE-solar-exo-2030,INDWE,PQ,photovoltaic-unspecified,7.442107603467749e-07,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7.442107603467749e-07,photovoltaic-unspecified,,,,4697.39,,412657.93
wind-INDEA-wind-exo-2030,INDEA,PQ,wind-onshore,1.6496929330149333e-07,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.6496929330149333e-07,wind-onshore,,,,9606.35,,889469.48
wind-INDNE-wind-exo-2030,INDNE,PQ,wind-onshore,3.120471417971219e-08,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,3.120471417971219e-08,wind-onshore,,,,9606.35,,889469.48
wind-INDNO-wind-exo-2030,INDNO,PQ,wind-onshore,7803.999999999997,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7803.999999999997,wind-onshore,,,,9606.35,,889469.48
wind-INDSO-wind-exo-2030,INDSO,PQ,wind-onshore,31338.999999999964,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,31338.999999999964,wind-onshore,,,,9606.35,,889469.48
wind-INDWE-wind-exo-2030,INDWE,PQ,wind-onshore,9501.288025369176,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,9501.288025369176,wind-onshore,,,,9606.35,,889469.48
hydro-reservoir-INDEA-water-exo-2030,INDEA,PQ,hydro-reservoir,4938.782869887204,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,249871.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,4938.782869887204,hydro-reservoir,,,,129334.93,,1178727.59
hydro-reservoir-INDNE-water-exo-2030,INDNE,PQ,hydro-reservoir,4081.9291044694023,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,249871.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,4081.9291044694023,hydro-reservoir,,,,129334.93,,1178727.59
hydro-reservoir-INDNO-water-exo-2030,INDNO,PQ,hydro-reservoir,6.094996262648875e-08,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,249871.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,6.094996262648875e-08,hydro-reservoir,,,,129334.93,,1178727.59
hydro-reservoir-INDSO-water-exo-2030,INDSO,PQ,hydro-reservoir,6.2426599623151824e-09,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,249871.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,6.2426599623151824e-09,hydro-reservoir,,,,129334.93,,1178727.59
hydro-reservoir-INDWE-water-exo-2030,INDWE,PQ,hydro-reservoir,1.3736595682048769e-08,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,water,0.1,0.0,True,2030,40.0,249871.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.3736595682048769e-08,hydro-reservoir,,,,129334.93,,1178727.59
combined-cycle-INDWE-h2-endo-2030,INDWE,PQ,hydrogen-ccgt,1.370597625601491e-08,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,hydrogen,1096.04,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.370597625601491e-08,hydrogen-ccgt,,,,57682.0,,693708.0
combined-cycle-INDWE-h2-blend-h2-2030,INDWE,PQ,hydrogen-blend-ccgt,2756.018541479837,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,h2blend-h2,100.0,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2756.018541479837,hydrogen-blend-ccgt,,,0.6,57682.0,1.0,693708.0
combined-cycle-INDWE-h2-blend-gas-2030,INDWE,PQ,hydrogen-blend-ccgt,2752.0500356180364,0.0,False,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,h2blend-gas,100.0,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2752.0500356180364,hydrogen-blend-ccgt,,,0.4,57682.0,1.0,693708.0
INDWE C&I Grid-wind-onshore-ext-2030-PPA-Clean,INDWE C&I Grid,PQ,wind-onshore,0.0,0.0,True,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,wind,0.1,0.0,True,2030,30.0,103961.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,4445.391291407495,,,,,,,
INDWE C&I Grid-photovoltaic-unspecified-ext-2030-PPA-Clean,INDWE C&I Grid,PQ,photovoltaic-unspecified,0.0,0.0,True,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,solar,0.1,0.0,True,2030,28.0,49038.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,23222.65465629111,,,,,,,
INDWE C&I Grid-hydrogen-ccgt-ext-2030-PPA-Clean,INDWE C&I Grid,PQ,hydrogen-ccgt,0.0,0.0,True,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,hydrogen,1096.04,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.0001442910640541901,,,,,,,
INDWE C&I Grid-hydrogen-blend-ccgt-ext-2030-PPA-Clean,INDWE C&I Grid,PQ,hydrogen-blend-ccgt,0.0,0.0,True,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,h2blend-h2,100.0,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,957.4794374371052,,,,0.6,,1.0,
INDWE C&I Grid-hydrogen-blend-ccgt-ext-2030-PPA-Fossil,INDWE C&I Grid,PQ,hydrogen-blend-ccgt,0.0,0.0,True,0.0,inf,0.0,1.0,0.0,-inf,inf,0.0,1.0,h2blend-gas,100.0,0.0,True,2030,25.0,134106.0,0.56,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,638.319625112338,,,,0.4,,1.0,
