Generator,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,generation_blend_share,is_blend_or_ccs,max_utilisation_rate,min_utilisation_rate,total_capital_cost,annual_fixed_costs
THACE-open-cycle-gas-turbine-ext-2030,THACE,PQ,open-cycle-gas-turbine,2699,0,TRUE,2699,inf,0.3,0.9,0,inf,0,1,gas,87.675,0,TRUE,2030,40,88400.43,0.34,FALSE,9.6,0,0,0,0,1,0,1,1,0.2,0.2,1,0,0,0.85,0,660000,22950
THASO-open-cycle-gas-turbine-ext-2030,THASO,PQ,open-cycle-gas-turbine,315,0,TRUE,315,inf,0.3,0.9,0,inf,0,1,gas,87.675,0,TRUE,2030,40,88400.43,0.34,FALSE,9.6,0,0,0,0,1,0,1,1,0.2,0.2,1,0,0,0.85,0,660000,22950
SGPXX-open-cycle-gas-turbine-ext-2030,SGPXX,PQ,open-cycle-gas-turbine,1710,0,TRUE,1710,inf,0.3,0.9,0,inf,0,1,gas,108.96,0,TRUE,2030,40,147924.14,0.34,FALSE,9.6,0,0,0,0,1,0,1,1,0.2,0.2,1,0,0,0.85,0,1198612,29061
SGPXX-solar-batam-ext-2030,SGPXX,PQ,solar-batam,1000,0,FALSE,1000,1000,0,1,0,inf,0,1,slr-btmsl,2.04,0,TRUE,2030,20,45329559.08,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,419422037,0
IDNKA-photovoltaic-unspecified-ext-2030,IDNKA,PQ,photovoltaic-unspecified,0,0,TRUE,0,144489,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,70522.7,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,560000,10000
MYSPE-photovoltaic-unspecified-ext-2030,MYSPE,PQ,photovoltaic-unspecified,1575,0,TRUE,1575,25000,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,76398.25,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,563919,15452
MYSSH-photovoltaic-unspecified-ext-2030,MYSSH,PQ,photovoltaic-unspecified,50,0,TRUE,50,99400,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,76398.25,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,563919,15452
MYSSK-photovoltaic-unspecified-ext-2030,MYSSK,PQ,photovoltaic-unspecified,50,0,TRUE,50,32100,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,76398.25,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,563919,15452
THANO-photovoltaic-unspecified-ext-2030,THANO,PQ,photovoltaic-unspecified,695.41,0,TRUE,695.41,467486,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,75926.51,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,610000,10000
THACE-photovoltaic-unspecified-ext-2030,THACE,PQ,photovoltaic-unspecified,657.21,0,TRUE,657.21,88858,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,75926.51,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,610000,10000
THASO-photovoltaic-unspecified-ext-2030,THASO,PQ,photovoltaic-unspecified,0,0,TRUE,0,12130,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,75926.51,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,610000,10000
SGPXX-photovoltaic-unspecified-ext-2030,SGPXX,PQ,photovoltaic-unspecified,936,0,TRUE,936,1630,0,1,0,inf,0,1,solar,0,0,TRUE,2030,20,76398.25,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,563919,15452
IDNKA-waste-ext-2030,IDNKA,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,15.4,0,TRUE,2030,25,488488.56,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2900000,142500
MYSPE-waste-ext-2030,MYSPE,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,28.04,0,TRUE,2030,25,1014138.14,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,6241829,269448
MYSSH-waste-ext-2030,MYSSH,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,28.04,0,TRUE,2030,25,1014138.14,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,6241829,269448
MYSSK-waste-ext-2030,MYSSK,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,28.04,0,TRUE,2030,25,1014138.14,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,6241829,269448
THANO-waste-ext-2030,THANO,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,15.4,0,TRUE,2030,25,671290.91,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4050000,188100
THACE-waste-ext-2030,THACE,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,15.4,0,TRUE,2030,25,671290.91,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4050000,188100
THASO-waste-ext-2030,THASO,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,15.4,0,TRUE,2030,25,671290.91,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4050000,188100
SGPXX-waste-ext-2030,SGPXX,PQ,waste,0,0,TRUE,0,inf,0,1,0,inf,0,1,bioenergy,28.04,0,TRUE,2030,25,1014138.14,0.32,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,6241829,269448
IDNKA-wind-offshore-unspecified-ext-2030,IDNKA,PQ,wind-offshore-unspecified,0,0,TRUE,0,969031,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,391818.89,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2980000,61700
MYSPE-wind-offshore-unspecified-ext-2030,MYSPE,PQ,wind-offshore-unspecified,0,0,TRUE,0,820431,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,560033.12,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4036835,112840
MYSSH-wind-offshore-unspecified-ext-2030,MYSSH,PQ,wind-offshore-unspecified,0,0,TRUE,0,175425,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,560033.12,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4036835,112840
MYSSK-wind-offshore-unspecified-ext-2030,MYSSK,PQ,wind-offshore-unspecified,0,0,TRUE,0,572175,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,560033.12,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4036835,112840
THANO-wind-offshore-unspecified-ext-2030,THANO,PQ,wind-offshore-unspecified,0,0,TRUE,0,0,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,335995.96,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2565000,51850
THACE-wind-offshore-unspecified-ext-2030,THACE,PQ,wind-offshore-unspecified,0,0,TRUE,0,241905,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,335995.96,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2565000,51850
THASO-wind-offshore-unspecified-ext-2030,THASO,PQ,wind-offshore-unspecified,0,0,TRUE,0,769041,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,335995.96,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2565000,51850
SGPXX-wind-offshore-unspecified-ext-2030,SGPXX,PQ,wind-offshore-unspecified,0,0,TRUE,0,1827,0,1,0,inf,0,1,off-wind,0,0,TRUE,2030,27,560033.12,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,4036835,112840
IDNKA-wind-onshore-ext-2030,IDNKA,PQ,wind-onshore,0,0,TRUE,0,51891,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,192796.03,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1280000,51000
MYSPE-wind-onshore-ext-2030,MYSPE,PQ,wind-onshore,0,0,TRUE,0,12455,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,191024.98,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1356919,40708
MYSSH-wind-onshore-ext-2030,MYSSH,PQ,wind-onshore,0,0,TRUE,0,1506,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,191024.98,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1356919,40708
MYSSK-wind-onshore-ext-2030,MYSSK,PQ,wind-onshore,0,0,TRUE,0,5528,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,191024.98,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1356919,40708
THANO-wind-onshore-ext-2030,THANO,PQ,wind-onshore,1369.5,0,TRUE,1369.5,360974,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,185296.03,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1280000,43500
THACE-wind-onshore-ext-2030,THACE,PQ,wind-onshore,0,0,TRUE,0,67981,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,185296.03,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1280000,43500
THASO-wind-onshore-ext-2030,THASO,PQ,wind-onshore,146,0,TRUE,146,9174,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,185296.03,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1280000,43500
SGPXX-wind-onshore-ext-2030,SGPXX,PQ,wind-onshore,0,0,TRUE,0,4,0,1,0,inf,0,1,on-wind,0,0,TRUE,2030,27,191024.98,1,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1356919,40708
SGPXX-combined-cycle-hydrogen-fossil-ext-2030,SGPXX,PQ,combined-cycle-hydrogen-fossil,1680,0,TRUE,1680,1680,0,1,0,inf,0,1,gas,74.4,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.7,1,1,0,1127591,38243
MYSSK-combined-cycle-hydrogen-fossil-ext-2030,MYSSK,PQ,combined-cycle-hydrogen-fossil,350,0,TRUE,350,350,0,1,0,inf,0,1,gas,64.371,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.7,1,1,0,1127591,38243
MYSPE-combined-cycle-hydrogen-fossil-ext-2030,MYSPE,PQ,combined-cycle-hydrogen-fossil,980,0,TRUE,980,980,0,1,0,inf,0,1,gas,64.371,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.7,1,1,0,1127591,38243
SGPXX-combined-cycle-hydrogen-clean-ext-2030,SGPXX,PQ,combined-cycle-hydrogen-clean,720,0,TRUE,720,720,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSSK-combined-cycle-hydrogen-clean-ext-2030,MYSSK,PQ,combined-cycle-hydrogen-clean,150,0,TRUE,150,150,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSPE-combined-cycle-hydrogen-clean-ext-2030,MYSPE,PQ,combined-cycle-hydrogen-clean,420,0,TRUE,420,420,0,1,0,inf,0,1,hydrogen,213,0,TRUE,2030,40,150063.18,0.6,FALSE,34.2,0,0,3,2,1,0,1,1,0.45,0.45,1,0.3,1,1,0,1127591,38243
MYSPE-coal-biomass-cofiring-fossil-ext-2030,MYSPE,PQ,coal-biomass-cofiring-fossil,1785,0,TRUE,1785,1785,0,1,0,inf,0,1,coal,47.59,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
MYSSK-coal-biomass-cofiring-fossil-ext-2030,MYSSK,PQ,coal-biomass-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,16.825,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
SGPXX-coal-biomass-cofiring-fossil-ext-2030,SGPXX,PQ,coal-biomass-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,47.59,0,TRUE,2030,30,234458.55,0.38,FALSE,35.64,0,0,5,6,1,0,1,1,0.38,0.38,1,0.85,1,0.85,0,1881437,37688
MYSPE-coal-biomass-cofiring-clean-ext-2030,MYSPE,PQ,coal-biomass-cofiring-clean,315,0,TRUE,315,315,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
MYSSK-coal-biomass-cofiring-clean-ext-2030,MYSSK,PQ,coal-biomass-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
SGPXX-coal-biomass-cofiring-clean-ext-2030,SGPXX,PQ,coal-biomass-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,biomass,135.355,0,TRUE,2030,30,234458.55,0.38,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.15,1,0.85,0,1881437,37688
MYSPE-coal-ammonia-cofiring-fossil-ext-2030,MYSPE,PQ,coal-ammonia-cofiring-fossil,3208,0,TRUE,3208,3208,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
MYSSK-coal-ammonia-cofiring-fossil-ext-2030,MYSSK,PQ,coal-ammonia-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
SGPXX-coal-ammonia-cofiring-fossil-ext-2030,SGPXX,PQ,coal-ammonia-cofiring-fossil,0,0,TRUE,0,0,0,1,0,inf,0,1,coal,49.4,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,1,0,2406090,56029
MYSPE-coal-ammonia-cofiring-clean-ext-2030,MYSPE,PQ,coal-ammonia-cofiring-clean,802,0,TRUE,802,802,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
MYSSK-coal-ammonia-cofiring-clean-ext-2030,MYSSK,PQ,coal-ammonia-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
SGPXX-coal-ammonia-cofiring-clean-ext-2030,SGPXX,PQ,coal-ammonia-cofiring-clean,0,0,TRUE,0,0,0,1,0,inf,0,1,ammonia,363.724,0,TRUE,2030,30,307670.51,0.34,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.2,1,0.85,0,2406090,56029
MYSPE-gas-ccs-leaked-ext-2030,MYSPE,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
MYSSK-gas-ccs-leaked-ext-2030,MYSSK,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
SGPXX-gas-ccs-leaked-ext-2030,SGPXX,PQ,gas-ccs-leaked,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-leaked,105.708,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.3,1,0.85,0,3351253,124330
MYSPE-gas-ccs-sequestered-ext-2030,MYSPE,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
MYSSK-gas-ccs-sequestered-ext-2030,MYSSK,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,71.929,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
SGPXX-gas-ccs-sequestered-ext-2030,SGPXX,PQ,gas-ccs-sequestered,0,0,TRUE,0,0,0,1,0,inf,0,1,gas-sequestered,105.708,0,TRUE,2030,30,476349.91,0.46,FALSE,0,0,0,0,0,1,0,1,1,0,0,1,0.7,1,0.85,0,3351253,124330
